initial: all - optimal_only_all
[2022-04-08 02:54:15.481711]Total energy: 31361883.010627937
[2022-04-08 02:55:07.283519]Total energy: 31276323.482476294
[2022-04-08 02:55:58.639443]Total energy: 31093542.971376274
[2022-04-08 02:56:49.471719]Total energy: 31365168.055568293
[2022-04-08 02:57:41.283006]Total energy: 31191641.833138086
[2022-04-08 02:58:31.932487]Total energy: 31110119.45113967
[2022-04-08 02:59:22.883173]Total energy: 31266520.080710895
[2022-04-08 03:00:14.763938]Total energy: 31191944.028818276
[2022-04-08 03:01:22.667817]Total energy: 31253155.632072564
[2022-04-08 03:02:22.445612]Total energy: 31120519.77764688
[2022-04-08 03:03:17.610822]Total energy: 31201053.10801311
[2022-04-08 03:04:08.760561]Total energy: 31236170.7649932
[2022-04-08 03:04:59.165964]Total energy: 31083206.219552528
[2022-04-08 03:05:49.800400]Total energy: 31227016.847750567
[2022-04-08 03:06:40.503573]Total energy: 31138460.545444917
[2022-04-08 03:07:31.385518]Total energy: 31086155.029228512
[2022-04-08 03:08:22.414405]Total energy: 31281125.27264505
[2022-04-08 03:09:13.561563]Total energy: 31192557.686696373
[2022-04-08 03:10:03.991148]Total energy: 31269871.784411136
[2022-04-08 03:11:07.286680]Total energy: 31149594.991262943
[2022-04-08 03:11:59.637142]Total energy: 31259316.492948532
[2022-04-08 03:12:50.292294]Total energy: 31283943.794520024
[2022-04-08 03:13:41.581232]Total energy: 31181104.48014815
[2022-04-08 03:14:34.872332]Total energy: 31091379.030934513
[2022-04-08 03:15:25.638641]Total energy: 31220554.449369162
[2022-04-08 03:16:16.284972]Total energy: 31181663.079708133
[2022-04-08 03:17:06.338575]Total energy: 31306926.623002343
[2022-04-08 03:17:57.323140]Total energy: 31174377.659019206
[2022-04-08 03:18:48.472614]Total energy: 31163605.990498826
[2022-04-08 03:19:39.235614]Total energy: 31175604.026239213
[2022-04-08 03:20:50.254700]Total energy: 31158566.891491916
[2022-04-08 03:21:53.727216]Total energy: 31131104.31517386
[2022-04-08 03:22:57.597583]Total energy: 31155167.394238986
[2022-04-08 03:24:03.443588]Total energy: 31105072.506846227
[2022-04-08 03:25:10.234686]Total energy: 31251167.129468888
[2022-04-08 03:26:05.590306]Total energy: 31154344.422754303
[2022-04-08 03:27:00.561179]Total energy: 31195772.183037963
[2022-04-08 03:27:51.899402]Total energy: 31200195.621300112
[2022-04-08 03:28:43.080401]Total energy: 31325036.649406444
[2022-04-08 03:29:34.798680]Total energy: 31144285.10924128
[2022-04-08 03:30:52.194003]Total energy: 31223515.40600035
[2022-04-08 03:32:10.570633]Total energy: 31201334.185241424
[2022-04-08 03:33:06.577864]Total energy: 31261005.77202722
[2022-04-08 03:33:57.337861]Total energy: 31348369.34801377
[2022-04-08 03:34:49.546781]Total energy: 31169212.760303356
[2022-04-08 03:35:40.202404]Total energy: 31145508.997152273
[2022-04-08 03:36:30.873401]Total energy: 31144459.47922423
[2022-04-08 03:37:21.383767]Total energy: 31182627.007565197
[2022-04-08 03:38:12.704955]Total energy: 31168777.262058303
[2022-04-08 03:39:03.916819]Total energy: 31147285.67319202
[2022-04-08 03:39:54.165106]Total energy: 31140581.747470777
[2022-04-08 03:40:59.389329]Total energy: 31037514.995360065
[2022-04-08 03:41:50.781524]Total energy: 31116514.635618515
[2022-04-08 03:42:42.399938]Total energy: 31087951.331501476
[2022-04-08 03:43:33.786982]Total energy: 31094243.99192415
[2022-04-08 03:44:25.033440]Total energy: 31051351.970247645
[2022-04-08 03:45:18.449198]Total energy: 31003923.177072424
[2022-04-08 03:46:12.948694]Total energy: 30995737.58547952
[2022-04-08 03:47:04.192725]Total energy: 31116647.14630743
[2022-04-08 03:47:55.427512]Total energy: 31132086.79734061
[2022-04-08 03:48:46.457828]Total energy: 30984764.554054283
[2022-04-08 03:49:38.827464]Total energy: 30939879.05528245
[2022-04-08 03:50:55.111118]Total energy: 31085870.56622968
[2022-04-08 03:51:50.296590]Total energy: 31082853.437477797
[2022-04-08 03:52:41.032518]Total energy: 31097365.123622764
[2022-04-08 03:53:32.382654]Total energy: 31006601.235174652
[2022-04-08 03:54:23.059229]Total energy: 31093640.32746763
[2022-04-08 03:55:19.416603]Total energy: 31028608.69037974
[2022-04-08 03:56:23.700041]Total energy: 31081453.42018142
[2022-04-08 03:57:14.798212]Total energy: 31105741.711364836
[2022-04-08 03:58:06.793284]Total energy: 31053583.135328982
[2022-04-08 03:58:58.308051]Total energy: 31100397.63425818
[2022-04-08 03:59:53.112606]Total energy: 31086346.888889696
[2022-04-08 04:01:11.805526]Total energy: 31048372.800930884
[2022-04-08 04:02:27.686026]Total energy: 31074118.071685374
[2022-04-08 04:03:19.629507]Total energy: 31024489.641536288
[2022-04-08 04:04:10.540395]Total energy: 31072393.34149345
[2022-04-08 04:05:02.616157]Total energy: 31010856.145100847
[2022-04-08 04:05:55.529643]Total energy: 31214248.993925728
[2022-04-08 04:06:45.865769]Total energy: 31066321.743588466
[2022-04-08 04:07:36.122931]Total energy: 31130908.50170476
[2022-04-08 04:08:28.037900]Total energy: 31048931.997504067
[2022-04-08 04:09:21.461036]Total energy: 30982865.492764294
[2022-04-08 04:10:13.058859]Total energy: 31027912.85455885
[2022-04-08 04:11:10.352394]Total energy: 30991393.40138343
[2022-04-08 04:12:05.491882]Total energy: 31070881.268315185
[2022-04-08 04:12:56.346911]Total energy: 31031232.415025014
[2022-04-08 04:13:47.242755]Total energy: 30972912.138197817
[2022-04-08 04:14:39.806061]Total energy: 30959508.71132269
[2022-04-08 04:15:33.873618]Total energy: 30987891.626423877
[2022-04-08 04:16:25.059939]Total energy: 31058848.273192666
[2022-04-08 04:17:15.846121]Total energy: 31090959.686068736
[2022-04-08 04:18:07.873698]Total energy: 31025901.702467177
[2022-04-08 04:19:02.694060]Total energy: 31040061.049383745
[2022-04-08 04:19:53.308453]Total energy: 31035515.148565266
[2022-04-08 04:20:50.924553]Total energy: 31089148.2066032
[2022-04-08 04:21:54.591344]Total energy: 31093631.054393046
[2022-04-08 04:22:47.874056]Total energy: 31123232.930574674
[2022-04-08 04:23:39.400704]Total energy: 31148679.262530196
[2022-04-08 04:24:36.259051]Total energy: 31022351.499886017
[2022-04-08 04:25:28.719981]Total energy: 30931741.383573525
[2022-04-08 04:26:19.210720]Total energy: 31005478.18156627
[2022-04-08 04:27:10.150134]Total energy: 31150507.474365655
[2022-04-08 04:28:00.265148]Total energy: 31088540.251449175
[2022-04-08 04:28:52.843882]Total energy: 31149550.257508565
[2022-04-08 04:29:44.506520]Total energy: 31021255.491454702
[2022-04-08 04:30:47.836235]Total energy: 31125382.503439087
[2022-04-08 04:31:55.842941]Total energy: 31076422.143326394
[2022-04-08 04:32:48.461509]Total energy: 31144655.46549404
[2022-04-08 04:33:40.221257]Total energy: 31124448.832949333
[2022-04-08 04:34:30.944723]Total energy: 31221810.0337943
[2022-04-08 04:35:22.751552]Total energy: 31073722.09602823
[2022-04-08 04:36:13.082786]Total energy: 31169548.155555878
[2022-04-08 04:37:03.532089]Total energy: 31142564.85988263
[2022-04-08 04:37:54.211824]Total energy: 31116876.871101115
[2022-04-08 04:38:44.872598]Total energy: 31108099.58967168
[2022-04-08 04:39:35.860354]Total energy: 31031379.318960235
[2022-04-08 04:40:50.713300]Total energy: 31085016.71271852
[2022-04-08 04:42:00.740654]Total energy: 31105080.83023085
[2022-04-08 04:43:10.333345]Total energy: 31189417.860562265
[2022-04-08 04:44:22.773773]Total energy: 31156911.024563912
[2022-04-08 04:45:30.092803]Total energy: 30999990.063604485
[2022-04-08 04:46:20.068238]Total energy: 31157748.288162794
[2022-04-08 04:47:10.737629]Total energy: 31069381.233591396
[2022-04-08 04:48:01.040077]Total energy: 31115225.826380342
[2022-04-08 04:48:53.986715]Total energy: 31174148.635363635
[2022-04-08 04:49:45.646079]Total energy: 31146258.601818908
[2022-04-08 04:51:02.728541]Total energy: 31048573.97837379
[2022-04-08 04:52:23.552710]Total energy: 31032887.44046172
[2022-04-08 04:53:23.935375]Total energy: 31181766.736340072
[2022-04-08 04:54:24.224028]Total energy: 31061245.751917418
[2022-04-08 04:55:18.661482]Total energy: 31046667.53793839
[2022-04-08 04:56:09.613405]Total energy: 31117989.19709331
[2022-04-08 04:57:01.828509]Total energy: 31171951.38752384
[2022-04-08 04:57:53.265764]Total energy: 31025128.813599795
[2022-04-08 04:58:44.503489]Total energy: 31139321.110830333
[2022-04-08 04:59:35.385198]Total energy: 31018990.147291627
[2022-04-08 05:00:30.077955]Total energy: 31101723.69599987
[2022-04-08 05:01:20.958477]Total energy: 31046396.355681803
[2022-04-08 05:02:13.032798]Total energy: 31113850.63929829
[2022-04-08 05:03:03.870821]Total energy: 31278181.19452588
[2022-04-08 05:03:55.913283]Total energy: 31212700.29230088
[2022-04-08 05:04:47.425595]Total energy: 31052012.347189184
[2022-04-08 05:05:41.714794]Total energy: 31073034.715237927
[2022-04-08 05:06:32.369075]Total energy: 31086679.449193865
[2022-04-08 05:07:22.780836]Total energy: 31007883.112093516
[2022-04-08 05:08:13.723825]Total energy: 31034993.39198222
[2022-04-08 05:09:06.149261]Total energy: 31181403.971944097
[2022-04-08 05:09:56.295272]Total energy: 31186026.809175942
[2022-04-08 05:10:57.968089]Total energy: 31130066.867241573
[2022-04-08 05:12:00.378669]Total energy: 30914031.29173206
[2022-04-08 05:12:57.211618]Total energy: 30802706.099829838
[2022-04-08 05:13:49.742501]Total energy: 30888852.191016454
[2022-04-08 05:14:41.633187]Total energy: 30989549.323022116
[2022-04-08 05:15:32.225016]Total energy: 30908186.697937977
[2022-04-08 05:16:23.268471]Total energy: 30938293.890942287
[2022-04-08 05:17:14.965379]Total energy: 30952262.160024587
[2022-04-08 05:18:07.391635]Total energy: 30855021.778653722
[2022-04-08 05:18:58.270016]Total energy: 30987420.453880124
[2022-04-08 05:19:50.505024]Total energy: 30915277.264903117
[2022-04-08 05:20:47.156930]Total energy: 30828763.620657355
[2022-04-08 05:21:39.254081]Total energy: 30824289.87134057
[2022-04-08 05:22:29.832912]Total energy: 30844564.4324744
[2022-04-08 05:23:21.087417]Total energy: 30975245.550063428
[2022-04-08 05:24:11.856809]Total energy: 30943664.23997487
[2022-04-08 05:25:02.214664]Total energy: 31002274.049145952
[2022-04-08 05:25:53.305365]Total energy: 30818247.631391812
[2022-04-08 05:26:44.351869]Total energy: 30838313.79635582
[2022-04-08 05:27:36.118980]Total energy: 30821730.34978205
[2022-04-08 05:28:27.304470]Total energy: 30919708.68447593
[2022-04-08 05:29:19.157883]Total energy: 30976141.20953175
[2022-04-08 05:30:09.573415]Total energy: 30928187.946823955
[2022-04-08 05:31:11.851862]Total energy: 30848654.418233816
[2022-04-08 05:32:07.005085]Total energy: 30858876.398906127
[2022-04-08 05:32:58.964054]Total energy: 30831472.840945624
[2022-04-08 05:33:50.277976]Total energy: 30857114.99545227
[2022-04-08 05:34:41.359945]Total energy: 30932271.950543776
[2022-04-08 05:35:40.110710]Total energy: 30874753.664408673
[2022-04-08 05:36:31.075454]Total energy: 30893668.20011622
[2022-04-08 05:37:26.812279]Total energy: 30973138.784126427
[2022-04-08 05:38:17.997943]Total energy: 30880826.01985683
[2022-04-08 05:39:09.074627]Total energy: 30846514.37989779
[2022-04-08 05:40:00.600896]Total energy: 30990774.51628668
[2022-04-08 05:41:17.572098]Total energy: 30891353.67049098
[2022-04-08 05:42:29.896855]Total energy: 30856911.736720406
[2022-04-08 05:43:31.260159]Total energy: 30943622.207686845
[2022-04-08 05:44:31.737615]Total energy: 30879797.45726938
[2022-04-08 05:45:23.828042]Total energy: 30930266.957184993
[2022-04-08 05:46:16.546719]Total energy: 30876727.082981072
[2022-04-08 05:47:08.784501]Total energy: 30969752.905370858
[2022-04-08 05:48:00.303108]Total energy: 30908850.0037314
[2022-04-08 05:48:50.153886]Total energy: 30942557.1756575
[2022-04-08 05:49:41.462199]Total energy: 31014921.93019374
[2022-04-08 05:50:39.349091]Total energy: 30910251.172504224
[2022-04-08 05:51:44.238457]Total energy: 30896937.922699388
[2022-04-08 05:52:50.088513]Total energy: 30828160.250353187
[2022-04-08 05:53:43.390786]Total energy: 30835998.29147212
[2022-04-08 05:54:35.295280]Total energy: 30893393.74782393
[2022-04-08 05:55:25.532619]Total energy: 30872030.030489262
[2022-04-08 05:56:16.519056]Total energy: 30940635.272108488
[2022-04-08 05:57:06.561970]Total energy: 30965033.0323006
[2022-04-08 05:57:57.057189]Total energy: 30882633.290889036
[2022-04-08 05:58:47.803728]Total energy: 30968358.378879186
[2022-04-08 05:59:39.239775]Total energy: 30870214.05609609
[2022-04-08 06:00:42.912544]Total energy: 30853856.45593838
[2022-04-08 06:01:43.990283]Total energy: 30880519.21578851
[2022-04-08 06:02:39.416716]Total energy: 30827344.98990184
[2022-04-08 06:03:34.241135]Total energy: 30850417.060128577
[2022-04-08 06:04:28.855477]Total energy: 30857128.693979755
[2022-04-08 06:05:22.586528]Total energy: 30943731.84450089
[2022-04-08 06:06:18.391212]Total energy: 30996001.58823169
[2022-04-08 06:07:12.432965]Total energy: 31008029.624366533
[2022-04-08 06:08:06.850611]Total energy: 30966371.606255807
[2022-04-08 06:09:03.883719]Total energy: 30829837.160594646
[2022-04-08 06:09:57.260710]Total energy: 30981837.976856392
[2022-04-08 06:11:04.316857]Total energy: 30860954.36068452
[2022-04-08 06:11:59.517887]Total energy: 30880994.495516844
[2022-04-08 06:12:53.431367]Total energy: 30912352.59412976
[2022-04-08 06:13:47.157466]Total energy: 30857446.562772606
[2022-04-08 06:14:48.216474]Total energy: 30935264.90956903
[2022-04-08 06:15:57.366277]Total energy: 30795593.340000413
[2022-04-08 06:16:49.840866]Total energy: 30940474.18253455
[2022-04-08 06:17:40.793812]Total energy: 30963491.84439278
[2022-04-08 06:18:31.328303]Total energy: 30901102.431850445
[2022-04-08 06:19:23.837944]Total energy: 30901089.451227836
[2022-04-08 06:20:13.573018]Total energy: 30871981.60198926
[2022-04-08 06:21:12.721995]Total energy: 30957937.642139558
[2022-04-08 06:22:05.320647]Total energy: 30927073.136719763
[2022-04-08 06:22:55.264699]Total energy: 30859675.994379696
[2022-04-08 06:24:46.021770]Total energy: 30806095.98385961
[2022-04-08 06:25:48.654497]Total energy: 30905674.599598404
[2022-04-08 06:26:48.800566]Total energy: 30814896.106485505
[2022-04-08 06:27:51.587018]Total energy: 30913942.928942006
[2022-04-08 06:28:54.315738]Total energy: 30969754.533155475
[2022-04-08 06:29:56.981977]Total energy: 30956219.050851345
[2022-04-08 06:31:00.519381]Total energy: 30902354.052820567
[2022-04-08 06:32:03.487617]Total energy: 30922825.802258424
[2022-04-08 06:33:10.925753]Total energy: 30870109.06372403
[2022-04-08 06:34:27.714418]Total energy: 30874071.52609275
[2022-04-08 06:35:41.652889]Total energy: 31018197.093084168
[2022-04-08 06:36:46.603061]Total energy: 30921674.765263837
[2022-04-08 06:38:02.700730]Total energy: 30980859.025750663
[2022-04-08 06:39:23.177780]Total energy: 30932737.948188335
[2022-04-08 06:40:35.380579]Total energy: 30866640.025708884
[2022-04-08 06:41:51.065098]Total energy: 30857848.32865966
[2022-04-08 06:43:08.619758]Total energy: 30932336.294656184
[2022-04-08 06:44:17.937513]Total energy: 31050050.256680276
[2022-04-08 06:45:28.243739]Total energy: 30899636.71962523
[2022-04-08 06:46:47.383075]Total energy: 30959342.80541724
[2022-04-08 06:47:59.934717]Total energy: 30858216.44425181
[2022-04-08 06:49:08.138891]Total energy: 30824200.104207706
[2022-04-08 06:50:32.298160]Total energy: 30942988.218133297
[2022-04-08 06:51:49.940485]Total energy: 30986128.73076736
[2022-04-08 06:53:07.571739]Total energy: 30830213.983346265
[2022-04-08 06:54:32.931291]Total energy: 30891110.795308944
[2022-04-08 06:55:47.644152]Total energy: 30826715.579117626
[2022-04-08 06:57:00.856894]Total energy: 30917097.457470324
[2022-04-08 06:58:17.297902]Total energy: 30868601.497896507
[2022-04-08 06:59:23.434805]Total energy: 30783342.838426802
[2022-04-08 07:00:55.146114]Total energy: 30827323.12501242
[2022-04-08 07:02:31.283629]Total energy: 30896636.50028608
[2022-04-08 07:03:49.280314]Total energy: 30882587.956835315
[2022-04-08 07:05:07.196587]Total energy: 30946453.41646292
[2022-04-08 07:06:10.858340]Total energy: 30919437.7930949
[2022-04-08 07:07:15.574141]Total energy: 30904910.83174338
[2022-04-08 07:08:19.544605]Total energy: 30932606.380779017
[2022-04-08 07:09:24.707503]Total energy: 30899795.703670204
[2022-04-08 07:10:56.198331]Total energy: 30955314.984597396
[2022-04-08 07:12:06.434273]Total energy: 30991502.5068838
[2022-04-08 07:13:10.216694]Total energy: 30820973.394503694
[2022-04-08 07:14:15.252280]Total energy: 30874072.90701372
[2022-04-08 07:15:19.832950]Total energy: 30891549.633883502
[2022-04-08 07:16:24.819601]Total energy: 30923597.56172976
[2022-04-08 07:17:29.547557]Total energy: 30965022.593514923
[2022-04-08 07:18:33.751097]Total energy: 30831872.792653
[2022-04-08 07:19:37.995409]Total energy: 30845397.235567767
[2022-04-08 07:20:57.952940]Total energy: 30855608.37237332
[2022-04-08 07:22:06.930627]Total energy: 30810553.65359736
[2022-04-08 07:23:10.213331]Total energy: 30913127.727607634
[2022-04-08 07:24:14.023410]Total energy: 30982558.796597775
[2022-04-08 07:25:19.507452]Total energy: 30913662.75437826
[2022-04-08 07:26:24.427201]Total energy: 30865122.88928749
[2022-04-08 07:27:26.760663]Total energy: 30824770.653579604
[2022-04-08 07:28:29.685079]Total energy: 30907726.33819093
[2022-04-08 07:29:32.063155]Total energy: 30908417.04246845
[2022-04-08 07:30:46.154593]Total energy: 30886777.931059748
[2022-04-08 07:32:04.932296]Total energy: 30923918.958015587
[2022-04-08 07:33:14.346470]Total energy: 30888435.459806703
[2022-04-08 07:34:18.978607]Total energy: 30850070.553583022
[2022-04-08 07:35:21.578586]Total energy: 30927185.850283857
[2022-04-08 07:36:23.959572]Total energy: 30914128.905720957
[2022-04-08 07:37:27.435325]Total energy: 30860888.3635373
[2022-04-08 07:38:30.629284]Total energy: 30879969.87140326
